,54.758237681944,,,,,,
,717.0432019553165,,,,,,
,741.8076441082881,,,,,,
,,,,,,,
,,,,,,,
,671.8440610767647,,,,210.9375,328.125,1593.75
,,,,,234.375,1511.71875,1664.0625
,634.0228326234973,,,,,,
,789.8407443243631,,,,,,
,595.5751284746927,,,,269.53125,703.125,1054.6875
,688.879653101579,,,,234.375,1066.40625,1371.09375
,568.4873548733093,,,,269.53125,1230.46875,1406.25
,443.77751154463994,,,,398.4375,1230.46875,1406.25
,431.1143347815591,,,,246.09375,421.875,1429.6875
,786.6156609501949,,,,281.25,1593.75,1781.25
,270.94902866108606,,,,257.8125,1792.96875,1957.03125
,776.0785530450262,,,,292.96875,1253.90625,1617.1875
u,194.10309751235081,218.8,2125.0,3793.0,269.53125,386.71875,1347.65625
i,366.06081638815294,377.32857604092374,1960.0619133408902,3174.5558527290414,222.65625,386.71875,1066.40625
u,501.0204997166622,599.7156372702638,3193.3722399391704,,375.0,480.46875,1148.4375
u,239.806475517351,630.1322104355986,3445.58550434771,,480.46875,1148.4375,1335.9375
u,488.1747741450837,495.84284062602785,2345.326931762951,3376.971907298462,375.0,1136.71875,1335.9375
,,,,,246.09375,363.28125,1207.03125
,261.283112696921,,,,210.9375,960.9375,1230.46875
u,145.5236272381397,287.4007419493713,2332.8818201824874,3494.3188037378136,269.53125,445.3125,656.25
,789.3764022070903,,,,210.9375,398.4375,1101.5625
,252.74730291946656,,,,210.9375,960.9375,1242.1875
,239.49979180856582,,,,234.375,1136.71875,1851.5625
,267.5940684850169,,,,257.8125,1289.0625,1453.125
,187.43765466914135,,,,,,
,90.7845058281508,,,,269.53125,410.15625,1476.5625
,333.3968844620419,,,,351.5625,1558.59375,1734.375
,369.90627615965246,,,,363.28125,1476.5625,1628.90625
,387.63507182999257,,,,269.53125,1582.03125,1875.0
,229.09323801886916,,,,257.8125,679.6875,1558.59375
,249.4635605397441,,,,246.09375,1558.59375,1804.6875
,,,,,246.09375,1523.4375,1734.375
,273.5144023719286,,,,246.09375,1265.625,1558.59375
,738.9943457189463,,,,246.09375,1441.40625,1640.625
,,,,,339.84375,1406.25,1605.46875
,204.8627761031433,,,,,,
,206.54013527101645,,,,,,
,206.37049904587414,,,,246.09375,1253.90625,1406.25
,241.46491740812016,,,,222.65625,1582.03125,1828.125
,254.69267932167588,,,,234.375,1312.5,1488.28125
,152.56589352208175,,,,210.9375,1312.5,1500.0
,255.94980598901074,,,,246.09375,1136.71875,1359.375
u,514.6044405243343,603.6658170051685,2137.592896877621,3507.421948184671,246.09375,480.46875,1265.625
,236.92307216154217,,,,269.53125,445.3125,1160.15625
,250.4777300603047,,,,292.96875,1792.96875,1957.03125
,727.1645513147428,,,,281.25,445.3125,1089.84375
u,153.74733549416916,316.4,2335.9,3496.1,292.96875,1347.65625,1593.75
,144.41273733132073,,,,222.65625,726.5625,1523.4375
,,,,,667.96875,1617.1875,1781.25
,,,,,269.53125,1558.59375,1781.25
,217.15996057964276,,,,,,
,,,,,304.6875,1628.90625,1781.25
,275.2320802607675,,,,,,
,232.7409896344981,,,,,,
,358.93626254997355,,,,,,
,,,,,,,
,382.2002240301011,,,,,,
,,,,,,,
,517.6072196460796,,,,421.875,1394.53125,1558.59375
u,386.84167681333736,401.4056631506267,2106.785979606156,3347.7701347668476,386.71875,937.5,1207.03125
,406.8191949612886,528.920301820278,,,375.0,738.28125,1464.84375
,,356.95136334331085,,,351.5625,703.125,1675.78125
u,387.8757608072778,248.85085403535808,2369.464113683316,3296.6331349459397,375.0,1429.6875,1875.0
,381.9648080259538,,,,257.8125,375.0,1500.0
,763.4743662767197,,,,,,
,784.0820611772424,,,,,,
,775.673318863583,,,,433.59375,1347.65625,1535.15625
i,196.9992605414548,265.6,1566.4,2183.6,257.8125,421.875,1417.96875
,553.0629811128777,,,,234.375,445.3125,1464.84375
,769.3121543413926,,,,222.65625,1312.5,1464.84375
i,444.73676357050056,224.97270706369846,1943.4568053111084,3376.132672479874,257.8125,375.0,585.9375
u,244.14523722987303,482.529375391735,2140.754269476042,3244.0038762180693,234.375,398.4375,550.78125
,313.2559585341937,,,,222.65625,351.5625,1582.03125
,608.0386250116878,,,,246.09375,1710.9375,1898.4375
,,,,,210.9375,1324.21875,1476.5625
,751.866256694489,,,,246.09375,421.875,1582.03125
,95.10874802569546,,,,363.28125,1429.6875,1628.90625
u,474.33237911031875,528.6009415172674,2002.9682891872017,3106.5100143122513,375.0,515.625,1406.25
u,464.02063213068186,529.1968851668443,2823.289711739804,3865.2357546747903,398.4375,515.625,726.5625
u,399.9761460760571,462.6879852473736,2430.587163914287,3723.861272736151,375.0,503.90625,691.40625
u,405.5337180948085,427.39336533619144,2144.6800280154835,3480.225681050542,328.125,457.03125,621.09375
,183.86097621772507,,,,269.53125,1488.28125,1910.15625
i,761.7797505388409,339.8,1687.5,3570.3,210.9375,363.28125,1371.09375
,744.2463185023685,,,,269.53125,738.28125,1265.625
,679.1856405942889,,,,738.28125,1242.1875,1582.03125
,715.5687992305351,,,,644.53125,1242.1875,1582.03125
,,,,,,,
,181.11043641582282,,,,375.0,726.5625,1394.53125
u,465.07486087595765,508.96274043081286,1989.2587003006843,3587.368013713705,246.09375,363.28125,574.21875
u,124.97206356796256,516.3303086102914,2340.908636642518,3613.3574177839937,375.0,492.1875,738.28125
u,124.64572831556404,464.79524340887826,2318.284982813922,3612.517756413238,375.0,492.1875,750.0
,771.4833067034776,,,,269.53125,1253.90625,1417.96875
ɛ,362.08224927515965,841.0928706969122,1434.9156744267493,3166.686947828212,339.84375,667.96875,1089.84375
,705.1877372177087,,,,257.8125,714.84375,1347.65625
ɛ,772.5535825061531,500.0,1449.2,2601.6,269.53125,714.84375,1289.0625
,359.05595801411187,,,,292.96875,714.84375,1312.5
,,,,,210.9375,1406.25,1628.90625
ɛ,,390.6,1449.2,2597.7,,,
ɛ,140.61909034119296,371.1,1386.7,2332.0,269.53125,1312.5,1558.59375
,135.56461441388038,,,,257.8125,679.6875,1007.8125
,744.2214911599574,,,,246.09375,679.6875,1277.34375
,,,,,304.6875,1054.6875,1289.0625
u,,256.6060091467495,2274.032538805453,,257.8125,550.78125,1230.46875
u,110.34372323901823,574.7865167176369,3262.026121455277,,210.9375,550.78125,1265.625
